Datum,Produktion,Verbrauch,Netzeinspeisung,Netzbezug
2018-05-02,2.448,7.899,0.135,5.894
2018-06-02,9.614,12.142,0.854,5.375
2018-07-02,10.697,9.352,2.036,2.116
2018-08-02,8.865,6.572,2.821,1.794
2018-09-02,9.133,7.775,1.806,1.223
2018-10-02,4.777,11.357,0.158,6.423
2018-11-02,1.376,9.46,0.021,8.199
2018-12-02,6.201,9.072,0.51,4.196
2018-02-13,10.818,12.069,1.361,4.254
2018-02-14,12.093,7.19,5.479,2.211
2018-02-15,0.575,8.685,0.01,7.342
2018-02-16,5.114,7.539,0.27,3.412
2018-02-17,5.066,14.371,0.484,10.134
2018-02-18,9.409,6.899,2.08,2.544
2018-02-19,7.176,6.627,1.385,1.17
2018-02-20,9.057,8.826,0.661,1.715
2018-02-21,4.986,7.147,0.155,1.671
2018-02-22,2.052,7.134,0.055,5.301
2018-02-23,11.049,8.066,3.245,2.752
2018-02-24,11.025,10.436,4.557,3.724
2018-02-25,2.05,18.554,0.014,16.693
2018-02-26,5.791,7.052,0.906,3.108
2018-02-27,6.31,8.823,0.42,3.502
2018-02-28,13.817,10.381,5.637,4.021
2018-01-03,14.234,7.705,6.06,2.295
2018-02-03,14.374,11.273,4.459,1.317
2018-03-03,14.447,10.663,5.723,3.113
2018-04-03,4.377,9.817,0.073,5.784
2018-05-03,11.782,7.374,4.344,2.734
2018-06-03,11.058,6.949,4.685,1.001
2018-07-03,1.509,9.224,0.039,7.196
2018-08-03,6.946,7.996,1.856,3.775
2018-09-03,7.091,6.903,0.684,2.539
2018-10-03,1.21,12.175,0.006,9.983
2018-11-03,5.271,9.407,0.241,5.025
2018-12-03,2.117,6.619,0.073,4.851
2018-03-13,1.545,6.689,0.035,5.576
2018-03-14,3.499,8.261,0.259,5.492
2018-03-15,2.382,7.156,0.086,5.15
2018-03-16,2.01,10.735,0.0,11.067
2018-03-17,14.111,18.695,3.259,7.81
2018-03-18,16.967,12.612,5.425,2.927
2018-03-19,15.848,9.274,8.788,3.02
2018-03-20,15.479,6.834,8.621,1.956
2018-03-21,3.727,6.71,0.072,2.123
2018-03-22,2.087,8.247,0.08,6.612
2018-03-23,3.137,11.987,0.096,9.644
2018-03-24,3.218,9.439,0.054,7.119
2018-03-25,2.466,6.626,0.064,4.58
2018-03-26,2.604,6.405,0.114,4.348
2018-03-27,8.731,5.392,2.256,2.195
2018-03-28,0.944,9.508,0.037,6.695
2018-03-29,6.211,8.146,0.198,3.344
2018-03-30,14.667,6.22,7.352,2.354
2018-03-31,2.401,11.611,0.06,7.354
2018-01-04,8.508,12.797,0.861,6.194
2018-02-04,9.342,7.987,2.907,3.482
2018-03-04,5.321,7.48,0.537,2.69
2018-04-04,5.243,6.677,0.115,2.141
2018-05-04,3.059,6.338,0.157,3.836
2018-06-04,15.845,8.621,7.503,2.607
2018-07-04,15.962,10.365,5.626,1.618
2018-08-04,13.721,6.102,7.061,1.484
2018-09-04,10.483,4.334,5.031,0.123
2018-10-04,14.458,6.439,6.176,0.417
2018-11-04,7.399,4.769,2.192,0.193
2018-12-04,9.763,7.061,2.698,0.266
2018-04-13,5.024,6.688,0.146,1.201
2018-04-14,0.382,7.078,0.005,6.732
2018-04-15,4.325,7.559,0.167,3.902
2018-04-16,7.001,7.426,0.384,1.851
2018-04-17,15.594,6.659,7.422,1.224
2018-04-18,15.866,4.997,8.709,0.249
2018-04-19,16.012,5.578,9.328,0.194
2018-04-20,15.741,6.967,7.45,0.398
2018-04-21,17.615,8.471,8.969,0.426
2018-04-22,15.367,7.261,6.624,0.561
2018-04-23,10.961,5.629,4.901,0.265
2018-04-24,2.792,10.724,0.146,7.087
2018-04-25,4.923,7.09,0.128,2.788
2018-04-26,6.821,3.992,1.217,1.479
2018-04-27,11.806,5.152,6.598,0.417
2018-04-28,8.795,6.055,2.41,0.44
2018-04-29,10.196,5.442,2.792,0.252
2018-04-30,5.624,8.833,0.268,1.924
2018-01-05,2.693,13.971,0.016,11.499
2018-02-05,17.471,8.525,6.274,1.701
2018-03-05,14.002,5.508,7.962,0.315
2018-04-05,17.242,7.65,8.765,0.301
2018-05-05,17.985,9.175,8.119,0.945
2018-06-05,17.128,8.713,6.652,0.353
2018-07-05,17.159,4.294,11.386,0.132
2018-08-05,16.744,6.818,8.942,0.248
2018-09-05,15.134,5.247,8.233,0.122
2018-10-05,9.719,9.253,2.36,1.169
2018-11-05,10.135,6.134,3.438,1.254
2018-12-05,13.374,10.034,3.746,2.42
2018-05-13,15.352,6.564,7.019,0.349
2018-05-14,16.675,7.009,8.567,0.157
2018-05-15,14.537,4.064,9.026,0.157
2018-05-16,14.657,5.009,8.154,0.133
2018-05-17,5.315,4.919,1.008,0.587
2018-05-18,4.546,7.137,0.112,1.796
2018-05-19,9.958,8.802,1.179,2.55
2018-05-20,17.397,6.498,8.82,0.393
2018-05-21,17.182,6.352,10.622,0.635
2018-05-22,15.762,5.912,8.224,0.154
2018-05-23,17.287,6.367,8.939,0.243
2018-05-24,15.535,3.637,10.413,0.138
2018-05-25,15.757,5.883,8.684,0.482
2018-05-26,16.33,3.394,11.618,0.092
2018-05-27,17.885,6.384,10.19,0.154
2018-05-28,12.106,5.388,5.691,0.181
2018-05-29,16.745,3.694,11.388,0.097
2018-05-30,11.655,3.461,7.104,0.087
2018-05-31,15.671,3.745,10.56,0.094
2018-01-06,13.85,3.759,9.175,0.09
2018-02-06,2.081,8.256,0.07,4.473
2018-03-06,7.185,6.089,0.818,1.915
2018-04-06,2.91,6.661,0.115,2.701
2018-05-06,18.222,10.274,7.757,2.658
2018-06-06,17.752,6.297,8.973,0.226
2018-07-06,17.405,5.181,10.999,0.136
2018-08-06,13.936,9.347,5.788,1.056
2018-09-06,12.897,6.704,4.095,0.691
2018-10-06,7.37,8.083,0.616,1.4
2018-11-06,14.92,5.419,7.137,0.241
2018-12-06,5.147,6.36,0.447,1.02
2018-06-13,6.225,5.27,0.331,0.736
2018-06-14,12.581,6.842,5.681,0.619
2018-06-15,14.999,4.767,7.212,0.195
2018-06-16,11.328,3.491,7.027,0.113
2018-06-17,8.329,5.315,3.243,0.497
2018-06-18,6.408,4.118,1.254,0.139
2018-06-19,8.459,10.085,0.402,3.169
2018-06-20,13.615,4.714,8.071,0.296
2018-06-21,11.402,5.498,4.846,0.376
2018-06-22,10.213,5.168,4.766,0.283
2018-06-23,3.152,7.325,0.147,3.796
2018-06-24,4.383,6.536,0.134,2.89
2018-06-25,4.402,5.752,0.23,2.12
2018-06-26,14.178,5.773,6.652,2.113
2018-06-27,14.698,7.245,7.586,1.038
2018-06-28,16.966,4.485,10.473,0.615
2018-06-29,16.011,5.465,9.329,1.006
2018-06-30,12.676,8.062,4.927,1.559
2018-01-07,14.083,4.478,7.58,0.23
2018-02-07,13.694,6.026,6.595,0.224
2018-03-07,13.861,6.113,6.316,0.331
2018-04-07,15.445,6.616,7.173,0.77
2018-05-07,6.424,4.841,1.312,0.246
2018-06-07,16.473,4.148,10.21,0.102
2018-07-07,15.902,4.394,9.578,0.15
2018-08-07,16.668,3.138,11.095,0.086
2018-09-07,6.361,3.735,2.785,0.273
2018-10-07,10.766,3.185,5.377,0.141
2018-11-07,3.329,5.645,0.135,0.916
2018-12-07,8.576,4.551,3.79,1.746
2018-07-13,12.367,4.298,5.678,0.19
2018-07-14,6.179,4.871,1.087,0.346
2018-07-15,12.776,7.099,5.201,1.552
2018-07-16,12.295,4.631,6.458,0.222
2018-07-17,13.53,4.146,7.634,0.072
2018-07-18,12.897,5.81,6.545,0.633
2018-07-19,14.956,5.612,8.162,0.56
2018-07-20,15.329,8.098,6.517,1.314
2018-07-21,8.634,5.568,2.573,0.822
2018-07-22,14.976,6.924,6.763,0.856
2018-07-23,14.689,6.205,8.114,0.875
2018-07-24,14.892,5.219,7.652,0.441
2018-07-25,10.452,4.613,4.354,0.146
2018-07-26,14.968,7.187,6.612,0.858
2018-07-27,15.263,5.223,8.304,0.327
2018-07-28,6.055,6.163,1.157,0.689
2018-07-29,14.343,4.998,7.587,1.301
2018-07-30,11.833,4.661,5.718,0.162
2018-07-31,12.07,5.396,4.927,0.526
2018-01-08,12.611,6.029,6.973,0.731
2018-02-08,12.34,4.659,5.36,0.116
2018-03-08,12.257,5.894,5.59,0.637
2018-04-08,11.421,6.107,5.602,0.928
2018-05-08,7.69,7.124,0.914,1.99
2018-06-08,14.001,5.73,6.733,0.524
2018-07-08,14.969,5.417,8.237,0.523
2018-08-08,11.105,4.652,5.216,0.297
2018-09-08,8.717,4.098,3.332,0.169
2018-10-08,9.424,5.973,2.943,0.561
2018-11-08,8.603,5.575,2.486,0.783
2018-12-08,5.074,7.52,0.179,1.913
2018-08-13,3.928,6.34,0.15,3.099
2018-08-14,8.298,6.893,1.382,2.22
2018-08-15,5.506,4.63,0.278,0.615
2018-08-16,11.68,8.633,2.912,2.451
2018-08-17,5.485,6.277,0.321,1.084
2018-08-18,13.029,9.339,4.213,1.805
2018-08-19,12.428,7.211,5.726,2.932
2018-08-20,8.449,4.659,2.374,0.088
2018-08-21,12.302,4.617,5.993,0.276
2018-08-22,13.927,3.672,8.653,0.062
2018-08-23,10.726,7.309,3.705,1.255
2018-08-24,9.199,3.055,3.9,0.087
2018-08-25,4.354,2.847,0.894,0.058
2018-08-26,10.331,3.797,5.75,0.086
2018-08-27,4.292,4.91,0.266,0.363
2018-08-28,5.456,4.762,0.164,1.297
2018-08-29,12.373,5.816,5.588,0.875
2018-08-30,4.158,5.74,0.159,1.808
2018-08-31,10.903,3.787,4.49,1.274
2018-01-09,11.513,10.903,2.287,1.443
2018-02-09,14.204,6.269,7.069,2.478
2018-03-09,12.21,4.896,5.747,0.248
2018-04-09,13.409,5.793,5.532,0.604
2018-05-09,10.635,4.467,4.406,0.21
2018-06-09,10.222,11.564,1.227,2.304
2018-07-09,6.084,6.222,0.508,2.257
2018-08-09,10.704,7.19,3.198,1.834
2018-09-09,9.193,8.276,1.495,2.565
2018-10-09,5.761,6.012,0.695,0.918
2018-11-09,3.617,5.69,0.123,2.45
2018-12-09,2.509,6.838,0.086,4.742
2018-09-13,12.157,7.535,3.872,2.276
2018-09-14,11.965,3.815,6.172,0.422
2018-09-15,7.256,6.288,1.433,0.769
2018-09-16,10.152,5.405,4.19,1.49
2018-09-17,12.626,5.079,5.198,0.435
2018-09-18,13.731,6.685,5.225,0.406
2018-09-19,12.223,5.497,5.84,0.403
2018-09-20,9.055,5.956,1.869,0.445
2018-09-21,3.671,5.395,0.115,1.461
2018-09-22,5.036,8.089,0.32,4.18
2018-09-23,2.207,10.357,0.073,8.584
2018-09-24,7.679,5.353,1.322,1.824
2018-09-25,10.235,6.615,2.74,0.32
2018-09-26,7.831,6.448,1.791,1.646
2018-09-27,5.718,3.842,0.845,0.882
2018-09-28,12.665,6.283,5.289,0.343
2018-09-29,7.999,5.698,1.919,1.585
2018-09-30,8.619,7.826,1.114,1.945
2018-01-10,5.921,6.774,0.461,1.421
2018-02-10,0.904,7.409,0.038,6.599
2018-03-10,8.234,6.074,1.752,2.586
2018-04-10,2.14,4.46,0.119,1.325
2018-05-10,13.439,8.751,2.994,2.322
2018-06-10,11.279,5.519,3.96,0.469
2018-07-10,11.574,5.888,6.358,1.496
2018-08-10,9.917,4.161,4.003,0.68
2018-09-10,11.304,5.66,4.206,0.394
2018-10-10,11.498,3.192,5.932,0.081
2018-11-10,12.138,2.97,7.093,0.093
2018-12-10,11.241,4.126,5.416,0.112
2018-10-13,10.843,8.164,1.622,0.951
2018-10-14,12.158,5.328,6.432,0.887
2018-10-15,11.289,4.767,4.374,0.263
2018-10-16,2.901,3.849,0.158,0.308
2018-10-17,8.514,4.009,2.922,1.418
2018-10-18,4.573,6.783,0.262,2.469
2018-10-19,8.694,6.296,1.823,1.954
2018-10-20,5.669,9.352,0.201,3.346
2018-10-21,2.692,8.106,0.075,5.78
2018-10-22,7.841,4.041,2.496,1.798
2018-10-23,0.546,4.393,0.036,2.532
2018-10-24,5.429,6.593,0.586,3.362
2018-10-25,2.388,4.44,0.165,2.094
2018-10-26,0.524,6.188,0.018,5.803
2018-10-27,6.943,5.867,1.309,2.77
2018-10-28,5.016,8.812,0.214,3.756
2018-10-29,0.685,6.109,0.023,5.64
2018-10-30,0.658,7.951,0.01,7.326
2018-10-31,7.694,4.35,2.518,2.066
2018-01-11,2.332,6.107,0.088,2.883
2018-02-11,4.652,5.644,0.284,2.433
2018-03-11,10.005,6.215,2.915,2.393
2018-04-11,1.052,6.263,0.048,3.964
2018-05-11,0.111,4.751,0.0,4.649
2018-06-11,3.978,6.97,0.089,3.849
2018-07-11,8.703,3.939,3.124,1.651
2018-08-11,6.315,4.943,1.38,0.732
2018-09-11,1.702,5.388,0.056,3.112
2018-10-11,0.441,9.959,0.006,9.572
2018-11-11,1.314,7.678,0.038,6.65
2018-12-11,0.098,6.406,0.0,6.322
2018-11-13,1.172,4.718,0.025,3.863
2018-11-14,1.24,6.354,0.045,5.357
2018-11-15,6.653,6.172,0.166,2.287
2018-11-16,8.183,8.475,2.442,2.913
2018-11-17,8.195,6.37,1.427,2.627
2018-11-18,4.204,8.85,0.071,4.023
2018-11-19,2.656,6.274,0.142,4.175
2018-11-20,0.019,6.192,0.0,6.181
2018-11-21,1.508,8.132,0.05,6.985
2018-11-22,0.183,6.524,0.002,6.354
2018-11-23,0.34,7.82,0.005,7.506
2018-11-24,0.109,7.35,0.0,7.341
2018-11-25,0.11,9.734,0.0,9.64
2018-11-26,1.247,6.127,0.041,5.2
2018-11-27,3.39,9.721,0.051,6.977
2018-11-28,3.36,10.176,0.092,7.354
2018-11-29,0.176,7.073,0.0,6.925
2018-11-30,2.81,6.242,0.031,3.958
2018-01-12,1.172,8.208,0.054,7.284
2018-02-12,0.08,6.72,0.0,6.649
2018-03-12,0.295,6.422,0.003,6.234
2018-04-12,5.028,8.178,0.097,4.238
2018-05-12,4.185,7.095,0.049,3.809
2018-06-12,0.047,7.267,0.0,7.237
2018-07-12,0.007,7.59,0.0,7.597
2018-08-12,0.059,8.685,0.0,8.689
2018-09-12,0.502,8.154,0.018,7.872
2018-10-12,0.849,5.248,0.022,4.56
2018-11-12,4.707,14.187,0.049,10.293
2018-12-12,0.249,5.89,0.0,5.662
2018-12-13,1.719,7.773,0.055,6.474
2018-12-14,0.359,6.145,0.001,5.829
2018-12-15,0.116,9.115,0.0,9.015
2018-12-16,0.313,10.115,0.0,9.836
2018-12-17,0.079,7.763,0.0,7.764
2018-12-18,0.199,5.77,0.004,5.67
2018-12-19,0.025,10.249,0.0,10.244
2018-12-20,0.233,7.257,0.0,7.049
2018-12-21,0.02,7.131,0.001,7.127
2018-12-22,0.049,11.333,0.0,11.29
2018-12-23,0.027,10.458,0.0,10.435
2018-12-24,2.835,7.665,0.055,5.439
2018-12-25,0.23,8.376,0.0,8.173
2018-12-26,0.003,12.275,0.0,12.283
2018-12-27,0.005,8.791,0.0,8.797
2018-12-28,0.053,7.616,0.0,7.575
2018-12-29,0.071,7.301,0.0,7.303
2018-12-30,1.772,9.999,0.034,8.584
2018-12-31,0.19,7.718,0.0,7.545
2019-01-01,1.651,5.953,0.052,4.697
2019-02-01,7.286,8.3,0.069,2.741
2019-03-01,4.854,14.426,0.066,10.382
2019-04-01,0.036,8.853,0.0,8.826
2019-05-01,0.065,6.458,0.0,6.449
2019-06-01,0.207,7.304,0.0,7.192
2019-07-01,0.273,6.132,0.003,5.899
2019-08-01,0.495,5.437,0.015,5.073
2019-09-01,0.073,7.364,0.0,7.3
2019-10-01,1.39,9.868,0.058,8.808
2019-11-01,0.519,15.636,0.006,15.182
2019-12-01,0.027,9.17,0.0,9.136
2019-01-13,0.089,6.925,0.0,6.918
2019-01-14,4.018,7.139,0.074,3.992
2019-01-15,0.027,6.36,0.0,6.368
2019-01-16,0.026,5.101,0.0,5.094
2019-01-17,0.367,7.568,0.005,7.302
2019-01-18,3.292,7.362,0.09,6.627
2019-01-19,5.34,9.903,4.56,8.093
2019-01-20,5.217,5.78,0.153,2.517
2019-01-21,1.385,8.586,0.038,6.614
2019-01-22,5.304,7.598,0.106,3.288
2019-01-23,1.56,8.505,0.09,7.282
2019-01-24,0.314,9.297,0.0,9.008
2019-01-25,0.493,7.071,0.002,6.689
2019-01-26,0.329,9.361,0.001,9.13
2019-01-27,0.445,8.787,0.007,8.407
2019-01-28,0.222,6.325,0.002,6.132
2019-01-29,5.124,7.781,0.195,3.846
2019-01-30,2.009,6.757,0.121,5.135
2019-01-31,3.477,8.552,0.102,5.686
2019-01-02,0.35,7.355,0.006,7.042
2019-02-02,0.556,18.287,0.002,17.865
2019-03-02,3.618,10.014,0.112,7.09
2019-04-02,2.251,8.677,0.105,6.867
2019-05-02,1.064,6.953,0.02,6.103
2019-06-02,0.402,7.709,0.005,7.343
2019-07-02,4.084,5.789,0.111,3.138
2019-08-02,0.314,7.072,0.002,6.443
2019-09-02,2.356,6.16,0.133,4.348
2019-10-02,0.067,8.116,0.0,8.047
2019-11-02,5.373,6.162,0.433,2.606
2019-12-02,3.538,4.851,0.248,1.954
2019-02-13,0.201,7.385,0.001,7.205
2019-02-14,11.175,6.672,2.841,2.034
2019-02-15,11.966,7.274,3.208,0.625
2019-02-16,9.902,7.603,1.435,0.925
2019-02-17,9.947,3.755,4.222,0.157
2019-02-18,11.134,3.98,5.824,0.151
2019-02-19,1.432,5.838,0.064,3.21
2019-02-20,2.614,5.186,0.104,3.098
2019-02-21,1.409,6.425,0.067,5.295
2019-02-22,7.492,5.311,1.832,2.384
2019-02-23,8.944,6.389,2.086,0.914
2019-02-24,12.581,12.558,0.316,2.735
2019-02-25,12.338,7.323,5.959,1.996
2019-02-26,12.64,4.346,6.304,1.178
2019-02-27,13.162,5.455,6.027,0.276
2019-02-28,0.845,4.515,0.04,2.206
2019-01-03,2.584,6.768,0.101,4.683
2019-02-03,5.526,7.45,0.389,4.16
2019-03-03,0.394,6.976,0.014,6.015
2019-04-03,2.293,4.783,0.217,3.125
2019-05-03,4.685,4.72,0.361,1.992
2019-06-03,2.153,5.042,0.107,2.734
2019-07-03,4.914,12.266,0.245,8.292
2019-08-03,7.912,7.324,1.936,3.142
2019-09-03,3.205,6.366,0.141,3.465
2019-10-03,2.656,5.623,0.084,3.442
2019-11-03,3.383,10.2,0.152,7.516
2019-12-03,2.552,8.547,0.071,6.318
2019-03-13,1.272,6.371,0.022,5.313
2019-03-14,0.76,6.755,0.013,6.055
2019-03-15,3.542,6.279,0.244,3.583
2019-03-16,1.638,10.52,0.063,9.104
2019-03-17,5.639,7.438,0.695,3.483
2019-03-18,8.301,6.057,1.975,2.597
2019-03-19,10.763,7.321,2.719,1.017
2019-03-20,2.215,6.571,0.148,3.658
2019-03-21,1.881,6.702,0.081,5.278
2019-03-22,11.317,8.29,2.775,2.473
2019-03-23,5.421,8.084,0.348,3.889
2019-03-24,12.728,6.336,4.883,1.53
2019-03-25,8.84,5.683,3.091,0.895
2019-03-26,4.108,4.78,0.214,0.692
2019-03-27,2.878,7.836,0.098,5.443
2019-03-28,2.819,11.398,0.067,8.995
2019-03-29,12.346,7.028,4.915,2.2
2019-03-30,12.399,10.552,3.225,2.53
2019-03-31,14.263,5.212,7.06,1.619
2019-01-04,16.337,5.206,8.166,0.106
2019-02-04,9.666,5.702,3.818,0.526
2019-03-04,5.957,4.055,0.277,0.166
2019-04-04,2.991,5.988,0.206,1.952
2019-05-04,1.592,6.66,0.07,5.385
2019-06-04,14.464,8.306,4.992,3.389
2019-07-04,15.218,7.388,6.197,0.757
2019-08-04,15.024,5.51,8.076,0.199
2019-09-04,13.448,5.709,6.725,0.786
2019-10-04,12.322,5.425,5.768,0.935
2019-11-04,5.052,7.097,0.222,1.614
2019-12-04,9.923,5.544,3.037,2.144
2019-04-13,7.732,9.76,0.856,3.005
2019-04-14,3.244,8.759,0.12,5.527
2019-04-15,16.302,5.812,7.83,1.738
2019-04-16,16.516,5.084,9.114,0.165
2019-04-17,16.365,3.788,10.563,0.129
2019-04-18,16.166,7.138,6.754,0.354
2019-04-19,15.501,3.133,10.415,0.111
2019-04-20,16.648,6.641,8.017,0.75
2019-04-21,16.63,6.954,7.651,0.532
2019-04-22,16.495,5.641,9.385,0.465
2019-04-23,15.672,4.199,9.008,0.186
2019-04-24,14.705,4.483,8.426,0.3
2019-04-25,15.411,8.024,4.668,0.298
2019-04-26,6.549,8.024,0.947,1.622
2019-04-27,7.469,7.948,1.33,3.043
2019-04-28,8.5,7.864,0.34,1.941
2019-04-29,7.197,6.194,1.436,2.584
2019-04-30,15.101,3.274,9.456,0.088
2019-01-05,3.008,3.233,0.256,0.111
2019-02-05,2.634,5.695,0.139,2.86
2019-03-05,10.82,4.446,4.589,1.747
2019-04-05,9.645,10.807,0.617,1.648
2019-05-05,12.883,9.108,4.13,3.258
2019-06-05,7.497,4.383,1.065,0.599
2019-07-05,11.074,5.453,3.972,0.464
2019-08-05,6.697,6.274,1.658,1.235
2019-09-05,10.866,3.649,4.48,0.295
2019-10-05,6.531,3.283,1.939,0.12
2019-11-05,16.766,3.605,10.945,0.16
2019-12-05,18.07,5.853,9.852,0.317
2019-05-13,16.149,2.967,10.716,0.132
2019-05-14,13.714,8.216,5.115,1.503
2019-05-15,11.639,4.491,6.241,0.516
2019-05-16,3.683,4.049,0.129,0.453
2019-05-17,6.911,6.284,3.426,2.788
2019-05-18,14.67,8.031,5.384,2.958
2019-05-19,12.87,6.062,5.92,0.776
2019-05-20,15.32,4.003,9.334,0.541
2019-05-21,1.565,5.331,0.232,2.486
2019-05-22,7.696,5.591,1.573,2.545
2019-05-23,14.074,3.742,7.768,0.257
2019-05-24,14.559,2.771,9.835,0.153
2019-05-25,4.185,2.733,0.701,0.142
2019-05-26,3.852,8.366,0.213,3.083
2019-05-27,9.471,3.358,3.382,1.237
2019-05-28,13.174,4.17,7.089,0.238
2019-05-29,13.759,4.194,8.293,0.386
2019-05-30,5.388,4.237,0.711,0.306
2019-05-31,10.712,9.854,1.218,1.237
2019-01-06,15.216,3.602,8.324,0.801
2019-02-06,15.767,4.774,9.198,0.411
2019-03-06,8.859,3.225,3.838,0.178
2019-04-06,11.187,8.261,2.206,1.162
2019-05-06,8.946,3.511,4.479,0.304
2019-06-06,4.415,4.128,0.238,0.512
2019-07-06,16.881,2.844,10.892,0.111
2019-08-06,6.237,6.897,0.61,1.271
2019-09-06,13.388,5.497,6.328,0.891
2019-10-06,11.551,5.854,4.998,0.868
2019-11-06,6.929,3.469,1.476,0.311
2019-12-06,3.922,6.247,0.538,1.661
2019-06-13,15.094,3.553,8.391,0.792
2019-06-14,11.883,2.754,6.945,0.123
2019-06-15,5.228,2.705,1.532,0.187
2019-06-16,9.234,7.81,1.707,1.334
2019-06-17,15.741,5.09,7.724,0.199
2019-06-18,10.351,4.851,4.794,0.451
2019-06-19,11.949,2.976,7.001,0.193
2019-06-20,7.261,4.679,2.012,0.518
2019-06-21,7.744,5.867,2.821,1.187
2019-06-22,13.945,3.37,7.456,0.447
2019-06-23,16.789,3.373,11.52,0.136
2019-06-24,16.489,3.73,10.297,0.105
2019-06-25,15.603,4.496,9.0,0.268
2019-06-26,15.902,4.412,9.773,0.231
2019-06-27,5.305,3.775,0.872,0.363
2019-06-28,17.711,5.648,10.237,0.576
2019-06-29,16.676,4.829,9.627,0.459
2019-06-30,15.593,3.172,10.063,0.14
2019-01-07,11.68,4.384,6.163,0.339
2019-02-07,11.351,3.431,5.878,0.224
2019-03-07,10.17,4.114,5.13,0.46
2019-04-07,7.745,3.155,3.029,0.175
2019-05-07,4.8,4.597,0.504,0.65
2019-06-07,4.296,6.497,0.175,2.588
2019-07-07,7.205,7.482,0.346,1.416
2019-08-07,4.72,4.162,0.307,1.023
2019-09-07,6.644,5.141,0.904,1.648
2019-10-07,10.674,3.965,4.966,0.319
2019-11-07,6.056,4.929,0.541,0.375
2019-12-07,7.963,3.923,2.26,0.321
2019-07-13,7.462,3.697,2.63,0.16
2019-07-14,3.945,3.91,0.195,0.482
2019-07-15,5.177,3.825,0.619,0.366
2019-07-16,9.0,5.612,1.77,0.395
2019-07-17,13.135,4.304,6.862,0.283
2019-07-18,10.21,7.211,2.802,1.38
2019-07-19,14.351,5.031,7.041,0.28
2019-07-20,8.977,4.885,3.798,0.376
2019-07-21,12.414,5.947,4.023,0.792
2019-07-22,6.978,3.102,2.858,0.135
2019-07-23,12.288,4.245,7.364,1.616
2019-07-24,11.53,3.556,8.65,1.196
2019-07-25,13.594,4.36,6.831,0.26
2019-07-26,14.829,4.032,9.725,0.616
2019-07-27,15.15,3.831,9.088,0.397
2019-07-28,11.462,5.473,5.761,1.142
2019-07-29,6.148,3.299,1.145,0.121
2019-07-30,16.111,3.237,10.871,0.098
2019-07-31,10.51,4.683,4.801,0.57
2019-01-08,12.933,3.641,6.96,0.141
2019-02-08,8.129,4.019,2.848,0.251
2019-03-08,11.336,4.006,5.81,0.571
2019-04-08,6.584,5.007,1.177,0.621
2019-05-08,5.694,4.394,1.659,0.682
2019-06-08,10.39,3.135,4.797,0.132
2019-07-08,10.196,6.222,3.479,0.928
2019-08-08,9.945,4.756,3.893,0.505
2019-09-08,5.458,5.484,0.512,0.859
2019-10-08,8.97,8.969,1.47,3.429
2019-11-08,10.896,3.524,5.162,0.457
2019-12-08,9.586,4.381,4.748,0.665
2019-08-13,9.082,3.825,3.225,0.158
2019-08-14,11.554,8.227,3.978,1.588
2019-08-15,3.647,3.86,0.092,0.455
2019-08-16,7.435,5.58,1.223,1.422
2019-08-17,4.852,5.245,0.128,0.924
2019-08-18,4.581,5.559,0.08,1.752
2019-08-19,11.385,5.549,4.944,1.281
2019-08-20,9.758,4.171,3.891,0.44
2019-08-21,11.809,4.666,4.763,0.295
2019-08-22,15.201,4.179,9.519,0.335
2019-08-23,13.502,4.096,7.597,0.25
2019-08-24,15.34,3.669,9.396,0.09
2019-08-25,14.19,6.161,7.173,1.039
2019-08-26,14.125,3.971,7.926,0.362
2019-08-27,12.665,4.488,6.95,0.51
2019-08-28,10.9,3.647,5.147,0.459
2019-08-29,10.136,2.612,5.729,0.063
2019-08-30,15.042,6.496,7.621,1.13
2019-08-31,14.619,4.546,9.038,0.694
2019-01-09,7.39,6.196,1.376,1.456
2019-02-09,10.153,4.832,3.948,0.567
2019-03-09,5.57,6.733,0.554,1.794
2019-04-09,6.228,6.83,0.555,2.639
2019-05-09,9.157,10.06,0.727,3.528
2019-06-09,6.649,3.757,0.694,0.213
2019-07-09,8.396,6.534,2.11,1.044
2019-08-09,6.364,4.525,0.547,0.531
2019-09-09,7.263,5.34,2.379,1.22
2019-10-09,13.252,5.87,5.25,0.5
2019-11-09,6.526,8.306,0.161,1.666
2019-12-09,10.274,4.023,4.324,1.88
2019-09-13,11.386,2.842,6.745,0.11
2019-09-14,12.836,5.389,6.666,1.054
2019-09-15,3.352,5.193,0.13,1.07
2019-09-16,6.766,4.58,0.474,1.439
2019-09-17,9.371,4.195,4.023,0.623
2019-09-18,11.421,3.225,6.622,0.125
2019-09-19,11.427,5.573,5.021,0.717
2019-09-20,5.62,9.422,0.332,3.751
2019-09-21,14.09,5.225,7.102,1.993
2019-09-22,14.15,7.745,5.153,1.103
2019-09-23,7.659,5.503,2.558,1.034
2019-09-24,8.2,4.22,2.311,0.668
2019-09-25,1.926,7.359,0.052,4.4
2019-09-26,2.498,5.719,0.048,3.642
2019-09-27,7.006,5.96,1.003,2.79
2019-09-28,7.299,9.464,0.712,2.701
2019-09-29,0.681,8.842,0.012,8.249
2019-09-30,5.015,5.905,0.57,2.536
2019-01-10,1.014,5.119,0.018,4.143
2019-02-10,8.367,6.532,2.34,2.855
2019-03-10,10.878,4.862,5.103,1.563
2019-04-10,1.275,10.092,0.035,7.74
