Datum,Produktion,Verbrauch,Netzeinspeisung,Netzbezug
2021-03-06,2.697,4.055,0.168,0.448
2021-04-06,15.02,6.591,6.226,2.162
2021-05-06,7.196,5.404,2.113,0.403
2021-06-06,2.829,6.405,0.084,2.834
2021-07-06,2.698,4.827,0.163,2.485
2021-08-06,15.572,5.691,7.985,2.479
2021-09-06,13.931,5.504,7.152,0.343
2021-10-06,15.95,4.739,8.521,0.136
2021-11-06,11.785,3.913,6.422,0.126
2021-12-06,9.752,4.678,3.714,0.177
2021-06-13,15.364,4.613,8.513,0.318
2021-06-14,16.747,5.817,8.88,0.502
2021-06-15,15.162,4.284,8.736,0.105
2021-06-16,16.557,4.31,10.259,0.149
2021-06-17,16.377,4.129,10.142,0.129
2021-06-18,14.582,4.343,8.55,0.166
2021-06-19,14.445,4.77,8.059,0.447
2021-06-20,11.053,5.443,4.538,0.603
2021-06-21,2.393,5.045,0.162,1.128
2021-06-22,12.461,5.093,6.086,1.746
2021-06-23,8.252,5.775,2.602,0.905
2021-06-24,7.668,5.775,0.117,0.468
2021-06-25,15.978,4.245,9.494,0.142
2021-06-26,15.076,5.846,7.123,0.39
2021-06-27,16.522,5.5,8.778,0.371
2021-06-28,14.662,3.928,8.896,0.154
2021-06-29,5.702,4.399,0.765,0.224
2021-06-30,3.768,3.528,0.157,0.188
2021-01-07,4.124,4.854,0.487,0.64
2021-02-07,12.112,3.896,5.306,0.959
2021-03-07,15.594,6.727,6.783,0.451
2021-04-07,10.786,4.235,5.495,0.334
2021-05-07,8.796,3.176,3.81,0.132
2021-06-07,8.526,4.758,3.546,0.271
2021-07-07,11.582,4.37,5.661,0.407
2021-08-07,11.506,4.43,6.157,0.45
2021-09-07,4.018,5.495,0.163,0.903
2021-10-07,12.316,5.433,5.597,2.412
2021-11-07,9.85,5.428,3.237,0.572
2021-12-07,9.426,4.274,4.458,0.241
2021-07-13,10.618,5.762,3.049,0.369
2021-07-14,6.884,3.76,2.267,0.36
2021-07-15,12.738,4.416,6.475,0.348
2021-07-16,16.072,8.928,5.574,0.326
2021-07-17,16.036,5.071,10.178,2.0
2021-07-18,12.516,2.938,8.395,0.078
2021-07-19,7.3,4.307,1.459,0.131
2021-07-20,8.382,4.536,2.635,0.265
2021-07-21,8.862,2.739,4.575,0.093
2021-07-22,14.062,6.313,6.762,0.25
2021-07-23,3.298,4.983,0.208,2.062
2021-07-24,14.404,2.297,8.786,0.076
2021-07-25,13.948,2.173,9.815,0.059
2021-07-26,11.836,3.346,6.804,0.152
2021-07-27,11.828,7.151,3.758,0.713
2021-07-28,9.772,3.605,5.056,0.535
2021-07-29,11.848,5.401,5.131,0.568
2021-07-30,13.304,4.633,7.699,0.442
2021-07-31,6.96,4.284,2.086,0.714
2021-01-08,7.264,4.972,1.899,0.733
2021-02-08,9.208,3.869,3.247,0.324
2021-03-08,11.752,4.025,7.616,0.441
2021-04-08,8.984,3.971,3.705,0.468
2021-05-08,10.824,7.104,3.236,0.963
2021-06-08,7.952,4.57,2.488,0.506
2021-07-08,10.464,4.794,4.475,1.033
2021-08-08,7.432,5.577,1.357,0.806
2021-09-08,10.86,4.21,4.894,0.323
2021-10-08,7.166,5.896,2.558,0.403
2021-11-08,14.314,7.002,6.409,3.395
2021-12-08,13.162,2.144,9.176,0.062
2021-08-13,9.834,2.127,6.082,0.052
2021-08-14,7.752,2.168,4.281,0.053
2021-08-15,9.82,6.606,2.313,0.424
2021-08-16,4.14,2.731,0.76,0.131
2021-08-17,4.66,4.651,0.185,0.502
2021-08-18,2.756,3.366,0.211,0.198
2021-08-19,4.152,5.511,0.168,2.778
2021-08-20,6.068,5.887,0.258,1.413
2021-08-21,11.9,5.026,4.719,0.643
2021-08-22,2.104,3.955,0.151,0.57
2021-08-23,14.06,4.435,6.774,1.352
2021-08-24,13.05,4.911,6.792,0.295
2021-08-25,3.722,3.985,0.212,0.317
2021-08-26,5.878,3.901,0.583,0.667
2021-08-27,7.78,6.722,1.989,2.324
2021-08-28,2.522,5.966,0.139,2.191
2021-08-29,2.254,6.519,0.155,4.625
2021-08-30,7.986,4.129,2.125,1.383
2021-08-31,13.47,3.912,7.547,0.212
2021-01-09,12.512,3.591,7.053,0.141
2021-02-09,3.872,3.106,0.364,0.122
2021-03-09,13.986,7.368,4.965,0.84
2021-04-09,9.496,4.917,4.356,0.507
2021-05-09,14.552,4.156,8.042,0.516
2021-06-09,8.466,2.688,4.389,0.072
2021-07-09,9.826,4.582,4.173,0.323
2021-08-09,14.476,5.168,7.729,0.473
2021-09-09,14.488,7.25,5.797,0.266
2021-10-09,3.226,5.26,0.161,2.91
2021-11-09,3.346,2.452,0.186,0.097
2021-12-09,4.378,2.463,0.349,0.15
2021-09-13,3.926,2.218,0.844,0.057
2021-09-14,12.072,2.128,7.873,0.048
2021-09-15,0.936,2.29,0.098,0.137
2021-09-16,4.69,2.527,0.638,0.804
2021-09-17,6.68,2.184,3.109,0.084
2021-09-18,2.402,2.197,0.157,0.086
2021-09-19,4.398,2.298,0.661,0.055
2021-09-20,4.35,2.207,0.87,0.068
2021-09-21,3.164,2.08,0.377,0.072
2021-09-22,11.972,2.06,7.991,0.059
2021-09-23,1.344,2.13,0.15,0.122
2021-09-24,1.77,2.431,0.182,0.459
2021-09-25,4.254,2.657,0.515,1.261
2021-09-26,7.932,2.191,3.768,0.069
2021-09-27,5.304,3.806,2.298,0.8
2021-09-28,12.182,8.762,2.889,2.073
2021-09-29,5.346,4.275,0.836,0.292
2021-09-30,9.55,3.857,4.436,0.753
2021-01-10,8.972,4.825,2.303,0.243
2021-02-10,4.694,5.742,0.649,1.258
2021-03-10,2.288,4.808,0.102,2.549
2021-04-10,8.934,3.735,3.64,1.485
2021-05-10,3.63,4.495,0.168,0.47
2021-06-10,3.268,5.627,0.14,2.607
2021-07-10,10.788,5.217,4.924,2.283
2021-08-10,12.112,5.435,5.273,0.504
2021-09-10,12.364,6.788,4.843,0.932
2021-10-10,10.974,8.093,1.588,1.075
2021-11-10,6.548,3.93,2.375,0.454
2021-12-10,8.13,3.836,3.032,0.514
2021-10-13,5.144,3.484,0.759,0.105
2021-10-14,1.692,5.4,0.131,2.91
2021-10-15,8.556,7.547,1.874,2.917
2021-10-16,3.692,3.441,0.151,1.163
2021-10-17,0.768,5.525,0.065,3.978
2021-10-18,2.848,7.445,0.085,4.954
2021-10-19,0.96,5.328,0.021,4.434
2021-10-20,1.268,7.491,0.013,6.416
2021-10-21,2.585,5.494,0.265,3.478
2021-10-22,2.535,6.403,0.103,4.421
2021-10-23,4.814,10.937,0.095,6.901
2021-10-24,11.736,6.521,5.461,2.671
2021-10-25,3.08,4.237,0.089,1.294
2021-10-26,2.896,5.259,0.202,2.988
2021-10-27,0.211,5.109,0.002,4.992
2021-10-28,10.75,5.987,4.069,2.445
2021-10-29,8.273,6.082,1.739,0.772
2021-10-30,0.593,5.368,0.018,4.089
2021-10-31,5.942,4.803,0.206,1.9
2021-01-11,4.486,3.265,0.608,0.186
2021-02-11,7.545,4.792,2.276,0.83
2021-03-11,1.858,4.401,0.062,2.082
2021-04-11,0.531,5.148,0.01,4.695
2021-05-11,3.114,6.4,0.161,3.961
2021-06-11,0.511,6.276,0.005,5.847
2021-07-11,4.065,5.237,0.205,2.659
2021-08-11,1.079,4.103,0.031,2.856
2021-09-11,8.461,5.734,2.704,2.707
2021-10-11,1.017,4.969,0.056,3.187
2021-11-11,0.147,4.416,0.003,4.348
2021-12-11,0.457,8.498,0.006,8.244
2021-11-13,0.346,6.646,0.014,6.336
2021-11-14,0.245,8.706,0.0,8.462
2021-11-15,0.062,5.488,0.0,5.414
2021-11-16,0.0,5.379,0.0,5.376
2021-11-17,0.543,5.599,0.006,5.281
2021-11-18,0.398,7.749,0.004,7.389
2021-11-19,0.182,8.311,0.0,8.174
2021-11-20,0.112,3.933,0.0,3.913
2021-11-21,5.881,2.782,1.389,1.358
2021-11-22,7.009,2.786,3.033,0.04
2021-11-23,3.141,2.265,0.094,0.072
2021-11-24,0.694,2.577,0.05,0.855
2021-11-25,0.295,2.967,0.02,2.77
2021-11-26,0.725,4.414,0.049,3.872
2021-11-27,0.185,8.869,0.0,8.689
2021-11-28,1.508,14.536,0.026,13.404
2021-11-29,0.46,7.308,0.016,6.834
2021-11-30,0.576,7.15,0.013,6.771
2021-01-12,0.081,5.425,0.001,5.334
2021-02-12,3.051,6.83,0.043,4.302
2021-03-12,0.489,7.009,0.01,6.642
2021-04-12,0.114,9.987,0.0,9.91
2021-05-12,0.001,9.116,0.0,9.114
2021-06-12,0.684,7.08,0.016,6.515
2021-07-12,0.516,8.654,0.014,8.273
2021-08-12,1.237,7.938,0.026,6.911
2021-09-12,0.231,6.612,0.0,6.465
2021-10-12,2.336,11.014,0.046,9.072
2021-11-12,0.582,8.382,0.01,8.003
2021-12-12,0.011,7.176,0.0,7.153
2021-12-13,0.252,6.41,0.002,6.191
2021-12-14,0.002,5.666,0.0,5.663
2021-12-15,0.14,6.094,0.001,5.966
2021-12-16,0.164,5.861,0.0,5.838
2021-12-17,0.142,6.764,0.0,6.743
2021-12-18,1.361,6.588,0.047,5.505
2021-12-19,0.135,8.488,0.001,8.44
2021-12-20,6.61,9.404,0.075,3.934
2021-12-21,6.162,8.544,0.901,4.261
2021-12-22,0.2,7.365,0.0,7.27
2021-12-23,0.01,9.846,0.0,9.841
2021-12-24,0.02,7.891,0.0,7.885
2021-12-25,7.01,8.56,0.608,3.299
2021-12-26,7.159,6.936,0.39,3.439
2021-12-27,0.0,0.0,0.0,0.0
2021-12-28,0.0,0.0,0.0,0.0
